baseline,recovery,stage1,stage2,stage3,stage4
0.0,0.0,0.0,0.0,0.0,0.0
1.5,3.1578947368421053,1.7647058823529411,1.5384615384615383,1.6666666666666667,1.0169491525423728
1.3333333333333333,1.875,1.2765957446808511,1.1111111111111112,1.2765957446808511,0.6896551724137931
1.3043478260869563,1.2,1.2765957446808511,1.0714285714285714,0.9230769230769232,0.6818181818181818
1.3043478260869563,1.1538461538461535,1.2765957446808511,1.0714285714285714,0.8695652173913043,0.6818181818181818
1.2765957446808511,1.0909090909090908,1.25,1.0526315789473684,0.8695652173913043,0.6666666666666666
1.2765957446808511,1.0909090909090908,1.2244897959183674,1.0526315789473684,0.8571428571428571,0.6593406593406593
1.2765957446808511,1.0909090909090908,1.2,1.0526315789473684,0.8450704225352113,0.6521739130434783
1.2765957446808511,1.0909090909090908,1.1538461538461535,1.0344827586206895,0.8450704225352113,0.6521739130434783
1.2765957446808511,0.8571428571428571,1.1320754716981132,1.0344827586206895,0.8450704225352113,0.4411764705882353
1.25,0.8,1.1320754716981132,1.0169491525423728,0.8450704225352113,0.4347826086956521
1.25,0.759493670886076,1.0714285714285714,1.0169491525423728,0.821917808219178,0.4285714285714285
1.2,0.759493670886076,1.0526315789473684,1.0,0.7894736842105263,0.4285714285714285
0.967741935483871,0.759493670886076,1.0344827586206895,1.0,0.5555555555555556,0.4195804195804196
0.9375,0.759493670886076,0.7228915662650602,1.0,0.5309734513274337,0.4195804195804196
0.821917808219178,0.5555555555555556,0.6976744186046512,1.0,0.5309734513274337,0.4195804195804196
0.8,0.5504587155963303,0.6976744186046512,1.0,0.5263157894736842,0.4195804195804196
0.7692307692307693,0.5504587155963303,0.6818181818181818,0.9836065573770492,0.5217391304347826,0.4195804195804196
0.7692307692307693,0.5454545454545454,0.6818181818181818,0.9836065573770492,0.5217391304347826,0.4195804195804196
0.759493670886076,0.5454545454545454,0.6741573033707865,0.967741935483871,0.5084745762711864,0.4195804195804196
0.759493670886076,0.5454545454545454,0.6666666666666666,0.967741935483871,0.5084745762711864,0.4195804195804196
0.75,0.5454545454545454,0.6666666666666666,0.9523809523809524,0.5042016806722689,0.4137931034482758
0.7407407407407407,0.5454545454545454,0.6666666666666666,0.6818181818181818,0.5042016806722689,0.4137931034482758
0.7317073170731707,0.5405405405405406,0.6593406593406593,0.6382978723404256,0.5042016806722689,0.4137931034482758
0.7317073170731707,0.5405405405405406,0.6593406593406593,0.631578947368421,0.5042016806722689,0.410958904109589
0.7317073170731707,0.5357142857142857,0.6521739130434783,0.625,0.5042016806722689,0.410958904109589
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.625,0.5,0.410958904109589
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6185567010309279,0.5,0.410958904109589
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6122448979591837,0.5,0.4054054054054054
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6122448979591837,0.5,0.4
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6122448979591837,0.5,0.4
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6122448979591837,0.5,0.4
0.7228915662650602,0.5357142857142857,0.6521739130434783,0.6060606060606061,0.5,0.4
0.7142857142857143,0.5309734513274337,0.6521739130434783,0.6060606060606061,0.4958677685950413,0.4
0.7142857142857143,0.5309734513274337,0.6521739130434783,0.6,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5309734513274337,0.6451612903225806,0.594059405940594,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5309734513274337,0.6451612903225806,0.5882352941176471,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6451612903225806,0.5882352941176471,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5882352941176471,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4958677685950413,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4918032786885246,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4918032786885246,0.3947368421052631
0.7058823529411765,0.5263157894736842,0.6382978723404256,0.5825242718446602,0.4918032786885246,0.3947368421052631
0.6976744186046512,0.5217391304347826,0.6382978723404256,0.5825242718446602,0.4918032786885246,0.3947368421052631
0.6976744186046512,0.5217391304347826,0.6382978723404256,0.5825242718446602,0.4918032786885246,0.3896103896103896
0.6976744186046512,0.5217391304347826,0.6382978723404256,0.5769230769230769,0.4918032786885246,0.3896103896103896
0.6976744186046512,0.5217391304347826,0.6382978723404256,0.5769230769230769,0.4918032786885246,0.3896103896103896
0.6976744186046512,0.5217391304347826,0.6382978723404256,0.5769230769230769,0.4918032786885246,0.3896103896103896
0.6896551724137931,0.5217391304347826,0.6382978723404256,0.5769230769230769,0.4918032786885246,0.3896103896103896
0.6896551724137931,0.5217391304347826,0.631578947368421,0.5769230769230769,0.4918032786885246,0.3896103896103896
0.6896551724137931,0.5217391304347826,0.631578947368421,0.5714285714285714,0.4918032786885246,0.3896103896103896
0.6818181818181818,0.5217391304347826,0.631578947368421,0.5714285714285714,0.4918032786885246,0.3896103896103896
0.6818181818181818,0.5217391304347826,0.631578947368421,0.5714285714285714,0.4838709677419355,0.3896103896103896
0.6818181818181818,0.5217391304347826,0.631578947368421,0.5714285714285714,0.4838709677419355,0.3896103896103896
0.6818181818181818,0.5217391304347826,0.625,0.5714285714285714,0.4838709677419355,0.3846153846153846
0.6818181818181818,0.5217391304347826,0.625,0.5714285714285714,0.4838709677419355,0.3846153846153846
0.6818181818181818,0.5217391304347826,0.625,0.5714285714285714,0.4838709677419355,0.3846153846153846
0.6818181818181818,0.5217391304347826,0.625,0.5660377358490566,0.4838709677419355,0.3846153846153846
0.6818181818181818,0.5217391304347826,0.625,0.5660377358490566,0.4838709677419355,0.379746835443038
0.6818181818181818,0.5217391304347826,0.625,0.5660377358490566,0.4838709677419355,0.379746835443038
0.6818181818181818,0.5217391304347826,0.625,0.5660377358490566,0.4838709677419355,0.379746835443038
0.6818181818181818,0.5217391304347826,0.625,0.5607476635514018,0.48,0.379746835443038
0.6818181818181818,0.5217391304347826,0.6185567010309279,0.5607476635514018,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5607476635514018,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6818181818181818,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6741573033707865,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.48,0.379746835443038
0.6741573033707865,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6185567010309279,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5555555555555556,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.4761904761904761,0.375
0.6741573033707865,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.4761904761904761,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.4761904761904761,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.4761904761904761,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.4761904761904761,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.46875,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.46875,0.375
0.6666666666666666,0.5128205128205128,0.6122448979591837,0.5504587155963303,0.46875,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.46875,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.46875,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5504587155963303,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4651162790697674,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6122448979591837,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6666666666666666,0.5084745762711864,0.6060606060606061,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5084745762711864,0.6,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5084745762711864,0.6,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4615384615384615,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4545454545454545,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4545454545454545,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4545454545454545,0.3703703703703703
0.6593406593406593,0.5042016806722689,0.6,0.5454545454545454,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.6,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.6,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.6,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.6,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.6,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4545454545454545,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.594059405940594,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.5882352941176471,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.5882352941176471,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6521739130434783,0.5042016806722689,0.5882352941176471,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5405405405405406,0.4511278195488721,0.3703703703703703
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4511278195488721,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5882352941176471,0.5357142857142857,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5042016806722689,0.5825242718446602,0.5357142857142857,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6451612903225806,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5309734513274337,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5825242718446602,0.5263157894736842,0.4444444444444444,0.3658536585365853
0.6382978723404256,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3658536585365853
0.6382978723404256,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3658536585365853
0.6382978723404256,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3592814371257485
0.6382978723404256,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3592814371257485
0.631578947368421,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3592814371257485
0.631578947368421,0.5,0.5769230769230769,0.5263157894736842,0.4411764705882353,0.3592814371257485
0.631578947368421,0.5,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.631578947368421,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.631578947368421,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.631578947368421,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.625,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5769230769230769,0.5217391304347826,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5769230769230769,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5769230769230769,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5769230769230769,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6185567010309279,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4958677685950413,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4411764705882353,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4347826086956521,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4347826086956521,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5714285714285714,0.5128205128205128,0.4347826086956521,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5660377358490566,0.5128205128205128,0.4347826086956521,0.3592814371257485
0.6122448979591837,0.4918032786885246,0.5660377358490566,0.5128205128205128,0.4347826086956521,0.3592814371257485
